productNo,category,brand,name,pricePerQuantity,mrp,price,description,img,available,createdAt
670,Dry Fruits,DMart Grocery,Premia Dhaniya,200 gms,66.00,56.00,Premia Dhaniya,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
671,Dry Fruits,DMart Grocery,Premia Dhaniya,400 gms,131.00,109.00,Premia Dhaniya,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
672,Dry Fruits,DMart Grocery,Premia Khaskhas,100 gms,227.00,182.00,Premia Khaskhas,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
673,Dry Fruits,DMart Grocery,Premia Coconut Powder,200 gms,74.00,62.00,Premia Coconut Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
674,Dry Fruits,DMart Grocery,Premia Poha Patla,500 gms,33.00,28.00,Premia Poha Patla,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
675,Dry Fruits,DMart Grocery,Premia Pista Salty (Pistachio),200 gms,271.00,246.00,Premia Pista Salty (Pistachio),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
676,Dry Fruits,DMart Grocery,Premia Pista Salty (Pistachio),100 gms,138.00,110.00,Premia Pista Salty (Pistachio),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
677,Dry Fruits,DMart Grocery,Premia Garam Masala Powder Deluxe,100 gms,56.00,51.00,Premia Garam Masala Powder Deluxe,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
678,Dry Fruits,DMart Grocery,Premia Rai,100 gms,16.00,14.00,Premia Rai,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
679,Dry Fruits,DMart Grocery,Premia Rai,200 gms,28.00,24.00,Premia Rai,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
680,Dry Fruits,DMart Grocery,Premia Rai,500 gms,69.00,59.00,Premia Rai,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
681,Dry Fruits,DMart Grocery,Premia Cassia Taj,100 gms,104.00,82.00,Premia Cassia Taj,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
682,Dry Fruits,DMart Grocery,Premia Dhania Powder Deluxe,500 gms,79.00,72.00,Premia Dhania Powder Deluxe,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
683,Dry Fruits,DMart Grocery,Premia Kaju (240) Special,100 gms,144.00,116.00,Premia Kaju (240) Special,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
684,Dry Fruits,DMart Grocery,Premia Kaju (240) Special,200 gms,283.00,225.00,Premia Kaju (240) Special,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
685,Dry Fruits,DMart Grocery,Premia Kaju (240) Special,500 gms,658.00,523.00,Premia Kaju (240) Special,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
686,Dry Fruits,DMart Grocery,Premia Soyawadi ,200 gms,32.00,26.00,Premia Soyawadi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
687,Dry Fruits,DMart Grocery,Premia Anjeer (Figs),100 gms,148.00,122.00,Premia Anjeer (Figs),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
688,Dry Fruits,DMart Grocery,Date Crown Khenaizi (Khajur) :,500 gms,212.00,186.00,Date Crown Khenaizi (Khajur) :,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
689,Dry Fruits,DMart Grocery,Premia Black Pepper Powder,100 gms,83.00,75.00,Premia Black Pepper Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
690,Beverages,Tea,Society Tea,1 kg,460.00,405.00,Society Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
691,Beverages,Tea,Society Tea,250 gms,120.00,110.00,Society Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
692,Beverages,Tea,Society Tea,500 gms,240.00,215.00,Society Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
693,Beverages,Tea,Wagh Bakri Premium Leaf Tea Pouch ,1 kg,440.00,373.00,Wagh Bakri Premium Leaf Tea Pouch ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
694,Beverages,Tea,Wagh Bakri Premium Leaf Tea Pouch ,250 gms,110.00,98.00,Wagh Bakri Premium Leaf Tea Pouch ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
695,Beverages,Tea,Wagh Bakri Premium Leaf Tea Pouch ,500 gms,230.00,200.00,Wagh Bakri Premium Leaf Tea Pouch ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
696,Beverages,Tea,Tata Tea Agni,1 kg,220.00,194.00,Tata Tea Agni,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
697,Beverages,Tea,Tata Tea Agni,1.5 kg,320.00,267.00,Tata Tea Agni,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
698,Beverages,Tea,Tata Tea Agni,250 gms,55.00,51.00,Tata Tea Agni,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
699,Beverages,Tea,Tata Tea Agni,500 gms,110.00,96.00,Tata Tea Agni,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
700,Beverages,Tea,Tata Tea Premium ,1 kg,430.00,330.00,Tata Tea Premium ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
701,Beverages,Tea,Tata Tea Premium ,250 gms,115.00,100.00,Tata Tea Premium ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
702,Beverages,Tea,Tata Tea Premium ,500 gms,220.00,189.00,Tata Tea Premium ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
703,Beverages,Tea,Girnar Royal Cup Tea,1 kg,440.00,386.00,Girnar Royal Cup Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
704,Beverages,Tea,Girnar Royal Cup Tea,250 gms,120.00,107.00,Girnar Royal Cup Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
705,Beverages,Tea,Girnar Royal Cup Tea,500 gms,230.00,206.00,Girnar Royal Cup Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
706,Beverages,Tea,Brooke Bond Red Label Natural Care Tea,1 kg,520.00,479.00,Brooke Bond Red Label Natural Care Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
707,Beverages,Tea,Brooke Bond Red Label Natural Care Tea,250 gms,135.00,124.00,Brooke Bond Red Label Natural Care Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
708,Beverages,Tea,Brooke Bond Red Label Natural Care Tea,500 gms,270.00,252.00,Brooke Bond Red Label Natural Care Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
709,Beverages,Tea,Brooke Bond Red Label Tea Care Tea,1 kg,470.00,392.00,Brooke Bond Red Label Tea Care Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
710,Beverages,Tea,Brooke Bond Red Label Tea Care Tea,250 gms,120.00,112.00,Brooke Bond Red Label Tea Care Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
711,Beverages,Tea,Brooke Bond Red Label Tea Care Tea,500 gms,240.00,213.00,Brooke Bond Red Label Tea Care Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
712,Beverages,Tea,Tata Tea Gold ,1 kg,480.00,425.00,Tata Tea Gold ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
713,Beverages,Tea,Tata Tea Gold ,250 gms,120.00,108.00,Tata Tea Gold ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
714,Beverages,Tea,Tata Tea Gold ,500 gms,245.00,220.00,Tata Tea Gold ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
715,Beverages,Tea,Society Masala Tea Jar ,1 kg,520.00,479.00,Society Masala Tea Jar ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
716,Beverages,Tea,Society Masala Tea Jar ,250 gms,140.00,130.00,Society Masala Tea Jar ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
717,Beverages,Tea,Society Masala Tea Jar ,500 gms,270.00,249.00,Society Masala Tea Jar ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
718,Beverages,Tea,Brooke Bond Taj Mahal Tea,250 gms,158.00,145.00,Brooke Bond Taj Mahal Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
719,Beverages,Tea,Brooke Bond Taj Mahal Tea,500 gms,305.00,285.00,Brooke Bond Taj Mahal Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
720,Beverages,Tea,Tetley Green Tea Lemon & Honey ,25 Tea-Bags,150.00,124.00,Tetley Green Tea Lemon & Honey ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
721,Beverages,Tea,Tetley Green Tea Lemon & Honey ,100 Tea-Bags,485.00,410.00,Tetley Green Tea Lemon & Honey ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
722,Beverages,Tea,Lipton Green Tea - Honey Lemon,25 Tea-Bags,160.00,141.00,Lipton Green Tea - Honey Lemon,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
723,Beverages,Tea,Lipton Green Tea - Honey Lemon,100 Tea-Bags,486.00,435.00,Lipton Green Tea - Honey Lemon,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
724,Beverages,Tea,Tea Country Honey & Lemon Green Tea,25 Tea-Bags,99.00,69.00,Tea Country Honey & Lemon Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
725,Beverages,Tea,Tea Country Honey & Lemon Green Tea,25 Tea-Bags,150.00,129.00,Tea Country Honey & Lemon Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
726,Beverages,Tea,Tea Country Honey & Lemon Green Tea,100 Tea-Bags,485.00,418.00,Tea Country Honey & Lemon Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
727,Beverages,Tea,Girnar Detox Green Tea Desi Kahwa,10 Tea-Bags,99.00,69.00,Girnar Detox Green Tea Desi Kahwa,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
728,Beverages,Tea,Premia Tea Masala,50 gms,39.00,35.00,Premia Tea Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
729,Beverages,Tea,Goodricke Super Cup Tea,1 kg,339.00,169.00,Goodricke Super Cup Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
730,Beverages,Tea,Tata Tea Teaveda,250 gms,109.00,90.00,Tata Tea Teaveda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
731,Beverages,Tea,Wagh Bakri Navchetan Tea,1 kg,235.00,210.00,Wagh Bakri Navchetan Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
732,Beverages,Tea,Tetley Ginger Mint Lemon Green Tea,25 Tea-Bags,150.00,129.00,Tetley Ginger Mint Lemon Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
733,Beverages,Tea,Lipton Green Tea - Lemon Zest,25 Tea-Bags,160.00,148.00,Lipton Green Tea - Lemon Zest,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
734,Beverages,Tea,Tetley Long Leaf Green Tea Powder,250 gms,260.00,220.00,Tetley Long Leaf Green Tea Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
735,Beverages,Tea,Girnar Cardamom Instant Premix Chai,140 gms,140.00,125.00,Girnar Cardamom Instant Premix Chai,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
736,Beverages,Tea,Girnar Masala Instant Premix Chai ,140 gms,140.00,125.00,Girnar Masala Instant Premix Chai ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
737,Beverages,Tea,Society One Minute Masala Premix Instant Tea ,10x14 gms,140.00,70.00,Society One Minute Masala Premix Instant Tea ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
738,Beverages,Tea,Girnar Ginger Instant Premix Chai Sachets,140 gms,140.00,125.00,Girnar Ginger Instant Premix Chai Sachets,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
739,Beverages,Tea,Tea Country Original Green Tea,25 Tea-Bags,99.00,49.00,Tea Country Original Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
740,Beverages,Tea,Himalaya Green Tea - Lemon ,60 Tea-Bags,300.00,224.00,Himalaya Green Tea - Lemon ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
741,Beverages,Tea,Himalaya Green Tea,60 Tea-Bags,300.00,249.00,Himalaya Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
742,Beverages,Tea,Typhoo Lemongrass Green Tea,25 Tea-Bags,195.00,156.00,Typhoo Lemongrass Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
743,Beverages,Tea,Typhoo Traditional Tulsi Green Tea,25 Tea-Bags,210.00,168.00,Typhoo Traditional Tulsi Green Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
744,Beverages,Tea,Goodricke Khaass Exclusive Assam Tea ,100 gms,37.00,10.00,Goodricke Khaass Exclusive Assam Tea ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
745,Beverages,Tea,24 Mantra Organic Tulsi Tea,25 Tea-Bags,170.00,145.00,24 Mantra Organic Tulsi Tea,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
746,Beverages,Tea,Himalaya Green Tea - Tulasi ,60 Tea-Bags,300.00,250.00,Himalaya Green Tea - Tulasi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
747,Beverages,Tea-Bags,Tetley Green Tea Ginger Mint & Lemon  ,100 Tea-Bags,485.00,399.00,Tetley Green Tea Ginger Mint & Lemon  ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
748,Beverages,Tea-Bags,Tetley Green Tea Pure Original,100 Tea-Bags,485.00,389.00,Tetley Green Tea Pure Original,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
749,Beverages,Tea-Bags,Typhoo Organic Immunity Three Tulsi ,20 Tea-Bags,210.00,168.00,Typhoo Organic Immunity Three Tulsi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
750,Beverages,Tea-Bags,Typhoo Organic Cleansing Root Remedy ,20 Tea-Bags,210.00,168.00,Typhoo Organic Cleansing Root Remedy ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
751,Beverages,Coffee ,Nescafé Classic Coffee ,50 gms,140.00,130.00,Nescafé Classic Coffee ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
752,Beverages,Coffee ,Nescafé Classic Coffee ,200 gms,450.00,460.00,Nescafé Classic Coffee ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
753,Beverages,Coffee ,Nescafé Classic Coffee ,500 gms,1060.00,996.00,Nescafé Classic Coffee ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
754,Beverages,Coffee ,Le Café 100% Pure Instant Coffee ,50 gms,98.00,49.00,Le Café 100% Pure Instant Coffee ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
755,Beverages,Coffee ,Nescafé Classic Coffee Jar,25 gms,75.00,70.00,Nescafé Classic Coffee Jar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
756,Beverages,Coffee ,Nescafé Classic Coffee Jar,50 gms,150.00,141.00,Nescafé Classic Coffee Jar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
757,Beverages,Coffee ,Nescafé Classic Coffee Jar,100 gms,290.00,272.00,Nescafé Classic Coffee Jar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
758,Beverages,Coffee ,Bru Instant Coffee,50 gms,69.00,56.00,Bru Instant Coffee,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
759,Beverages,Coffee ,Bru Instant Coffee,200 gms,360.00,331.00,Bru Instant Coffee,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
760,Beverages,Coffee ,Nescafé Sunrise Coffee,50 gms,90.00,84.00,Nescafé Sunrise Coffee,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
761,Beverages,Coffee ,Nescafé Sunrise Coffee,200 gms,350.00,329.00,Nescafé Sunrise Coffee,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
762,Beverages,Coffee ,House Instant Coffee,50 gms,78.00,39.00,House Instant Coffee,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
763,Beverages,Coffee ,Bru Gold Instant Coffee,50 gms,135.00,125.00,Bru Gold Instant Coffee,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
764,Beverages,Coffee ,Nescafe Gold Blend Coffee Jar,50 gms,260.00,230.00,Nescafe Gold Blend Coffee Jar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
765,Beverages,Coffee ,ID Traditional Decoction Filter Coffee,150 ml,80.00,72.00,ID Traditional Decoction Filter Coffee,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
766,Beverages,Coffee ,Nescafe Latte Express Coffee Cup,25 gms,25.00,23.00,Nescafe Latte Express Coffee Cup,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
767,Beverages,Health Drink,Cadbury Bournvita Health Drink Refill ,500 gms,209.00,194.00,Cadbury Bournvita Health Drink Refill ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
768,Beverages,Health Drink,Cadbury Bournvita Health Drink Refill ,750 gms,302.00,252.00,Cadbury Bournvita Health Drink Refill ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
769,Beverages,Health Drink,Protinex Original Health Drink,400 gms,598.00,498.00,Protinex Original Health Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
770,Beverages,Health Drink,Pediasure Nutritional Powder - Premium Chocolate Flavour,400 gms,520.00,485.00,Pediasure Nutritional Powder - Premium Chocolate Flavour,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
771,Beverages,Health Drink,Pediasure Nutritional Powder - Premium Chocolate Flavour,750 gms,978.00,916.00,Pediasure Nutritional Powder - Premium Chocolate Flavour,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
772,Beverages,Health Drink,Pediasure Nutritional Powder - Premium Chocolate Flavour,1 kg,1240.00,1129.00,Pediasure Nutritional Powder - Premium Chocolate Flavour,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
773,Beverages,Health Drink,Protinex Chocolate Flavour Health Drink Tin,400 gms,550.00,452.00,Protinex Chocolate Flavour Health Drink Tin,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
774,Beverages,Health Drink,Horlicks Chocolate Delight Health Drink Pouch,750 gms,292.00,274.00,Horlicks Chocolate Delight Health Drink Pouch,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
775,Beverages,Health Drink,Cadbury Bournvita Jar,1 kg,410.00,365.00,Cadbury Bournvita Jar,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
776,Beverages,Health Drink,Amul Pro Whey Protein Malt Chocolate Drink,500 gms,176.00,163.00,Amul Pro Whey Protein Malt Chocolate Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
777,Beverages,Health Drink,Boost Health Drink Refill,750 gms,351.00,329.00,Boost Health Drink Refill,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
778,Beverages,Health Drink,Pediasure Vanilla Delight,750 gms,975.00,905.00,Pediasure Vanilla Delight,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
779,Beverages,Health Drink,Pediasure Vanilla Delight,400 gms,545.00,512.00,Pediasure Vanilla Delight,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
780,Beverages,Health Drink,Protinex Vanilla Flavour Health Drink,400 gms,550.00,474.00,Protinex Vanilla Flavour Health Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
781,Beverages,Health Drink,Horlicks Chocolate Delight Health Drink Refill ,1 kg,355.00,340.00,Horlicks Chocolate Delight Health Drink Refill ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
782,Beverages,Health Drink,Cadbury Bournvita 5 Star Magic,750 gms,325.00,305.00,Cadbury Bournvita 5 Star Magic,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
783,Beverages,Health Drink,Complan Royal Chocolate,500 gms,280.00,263.00,Complan Royal Chocolate,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
784,Beverages,Health Drink,Complan Royal Chocolate,1 kg,530.00,484.00,Complan Royal Chocolate,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
785,Beverages,Health Drink,Complan Kesar Badam Health Drink,500 gms,315.00,296.00,Complan Kesar Badam Health Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
786,Beverages,Health Drink,Junior Horlicks Chocolate,500 gms,273.00,262.00,Junior Horlicks Chocolate,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
787,Beverages,Health Drink,Girnar Instant Premix Haldi Doodh ,5 Sachets,100.00,90.00,Girnar Instant Premix Haldi Doodh ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
788,Beverages,Health Drink,Blue Bird Cocoa Powder,50 gms,63.00,55.00,Blue Bird Cocoa Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
789,Beverages,Health Drink,Protinex Junior - Chocolate Flavour ,400 gms,695.00,570.00,Protinex Junior - Chocolate Flavour ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
790,Beverages,Soft Drinks,Sprite ,1.75 Litres,85.00,74.00,Sprite ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
791,Beverages,Soft Drinks,Thums Up,600 ml,40.00,33.00,Thums Up,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
792,Beverages,Soft Drinks,Thums Up,1.75 Litres,85.00,75.00,Thums Up,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
793,Beverages,Soft Drinks,Xotik Jeeru Jeera Masala Drink,1 Litres,55.00,47.00,Xotik Jeeru Jeera Masala Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
794,Beverages,Soft Drinks,Xotik Jeeru Jeera Masala Drink,2 Litres,90.00,77.00,Xotik Jeeru Jeera Masala Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
795,Beverages,Soft Drinks,Appy Apple Juice Drink,160 ml,10.00,9.00,Appy Apple Juice Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
796,Beverages,Soft Drinks,Appy Apple Juice Drink,10 x 160 ml,100.00,80.00,Appy Apple Juice Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
797,Beverages,Soft Drinks,Bisleri Club Soda,750 ml,20.00,15.00,Bisleri Club Soda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
798,Beverages,Soft Drinks,"Pepsi
", 2.25 Litres,90.00,68.00,"Pepsi
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
799,Beverages,Soft Drinks,"Appy Fizz Apple Juice
",105 Litres,85.00,70.00,"Appy Fizz Apple Juice
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
800,Beverages,Soft Drinks,"Diet Coke Tin
", 300 ml,40.00,37.00,"Diet Coke Tin
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
801,Beverages,Soft Drinks,"Duke's Club Soda
",750 ml,19.00,15.00,"Duke's Club Soda
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
802,Beverages, Juices,Tropicana Mixed Fruit Delight Juice,1 Litres,100.00,66.00,Tropicana Mixed Fruit Delight Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
803,Beverages, Juices,Frooti Mango Drink,160 ml,10.00,9.00,Frooti Mango Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
804,Beverages, Juices,Frooti Mango Drink,10x160 ml ,100.00,80.00,Frooti Mango Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
805,Beverages, Juices,Frooti Mango Drink,2 Litres,100.00,75.00,Frooti Mango Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
806,Beverages, Juices,Mango Merry Mango Drink,2 Litres,75.00,59.00,Mango Merry Mango Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
807,Beverages, Juices,Real Fruit Power Mixed Fruit Juice,1 Litres,110.00,88.00,Real Fruit Power Mixed Fruit Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
808,Beverages, Juices,Tropicana Guava Delight Juice,1 Litres,100.00,66.00,Tropicana Guava Delight Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
809,Beverages, Juices,Maaza Mango Drink,1.2  Litres,70.00,55.00,Maaza Mango Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
810,Beverages, Juices,"Real Fruit Power Orange Juice 
",1 Litres,100.00,74.00,"Real Fruit Power Orange Juice 
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
811,Beverages, Juices,Real Fruit Power Guava Juice,1 Litres,118.00,68.00,Real Fruit Power Guava Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
812,Beverages, Juices,Real Fruit Power Litchi Juice,1 Litres,105.00,75.00,Real Fruit Power Litchi Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
813,Beverages, Juices,Real Fruit Power Apple Juice,1 Litres,108.00,84.00,Real Fruit Power Apple Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
814,Beverages, Juices,Tropicana Slice Mango,1.2 Litres,65.00,56.00,Tropicana Slice Mango,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
815,Beverages, Juices,Baidyanath Giloy Juice,1  Litres,250.00,200.00,Baidyanath Giloy Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
816,Beverages, Juices,"B Natural Litchi Juice
",1 Litres,105.00,60.00,"B Natural Litchi Juice
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
817,Beverages, Juices,Baidyanath Amla Juice,1 Litres,165.00,132.00,Baidyanath Amla Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
818,Beverages, Juices,Baidyanath Aloevera Juice,1 Litres,250.00,200.00,Baidyanath Aloevera Juice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
819,Beverages, Juices,B Natural Mixed Fruit Juice ,1 Litres,105.00,56.00,B Natural Mixed Fruit Juice ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
820,Beverages, Juices,"Appy Fizz Apple Juice
",105 Litres,85.00,70.00,"Appy Fizz Apple Juice
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
821,Beverages, Juices,"Paper Boat Aamras Drink
", 200 ml,30.00,21.00,"Paper Boat Aamras Drink
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
822,Beverages, Juices,"B Natural Guava Juice
",1 Litres,109.00,69.00,"B Natural Guava Juice
",,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
823,Beverages, Juices,Paper Boat Chilli Guava Drink, 200 ml,30.00,17.00,Paper Boat Chilli Guava Drink,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
