productNo,category,brand,name,pricePerQuantity,mrp,price,description,img,available,createdAt
367,Powdered Spices,Whole Spices,Premia Jeera,100 gms,34.00,27.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
368,Powdered Spices,Whole Spices,Premia Jeera,200 gms,65.00,54.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
369,Powdered Spices,Whole Spices,Premia Jeera,500 gms,154.00,130.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
370,Powdered Spices,Whole Spices,Premia Green Elaichi ,20 gms,100.00,89.00,Premia Green Elaichi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
371,Powdered Spices,Whole Spices,Premia Green Elaichi ,50 gms,241.00,215.00,Premia Green Elaichi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
372,Powdered Spices,Whole Spices,Premia Dry Coconut ,200 gms,84.00,62.00,Premia Dry Coconut ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
373,Powdered Spices,Whole Spices,Kubal SP Mix Usal Masala,500 gms,203.00,156.00,Kubal SP Mix Usal Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
374,Powdered Spices,Whole Spices,Premia Black Pepper,50 gms,43.00,37.00,Premia Black Pepper,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
375,Powdered Spices,Whole Spices,Kapol Dabeli Masala,100gms,79.00,68.00,Kapol Dabeli Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
376,Powdered Spices,Whole Spices,Premia Green Elaichi Economy,10 gms,30.00,26.00,Premia Green Elaichi Economy,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
377,Powdered Spices,Whole Spices,Premia Ajma,100 gms,64.00,51.00,Premia Ajma,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
378,Powdered Spices,Whole Spices,Premia Badishep,100 gms,37.00,30.00,Premia Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
379,Powdered Spices,Whole Spices,Premia Badishep,500 gms,71.00,56.00,Premia Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
380,Powdered Spices,Whole Spices,Premia Dhaniya,200 gms,66.00,56.00,Premia Dhaniya,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
381,Powdered Spices,Whole Spices,Premia Dhaniya,400 gms,131.00,109.00,Premia Dhaniya,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
382,Powdered Spices,Whole Spices,Premia Khaskhas,100 gms,227.00,182.00,Premia Khaskhas,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
383,Powdered Spices,Whole Spices,Premia Rai ,100 gms,16.00,14.00,Premia Rai ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
384,Powdered Spices,Whole Spices,Premia Rai ,200 gms,28.00,24.00,Premia Rai ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
385,Powdered Spices,Whole Spices,Premia Rai ,500 gms,69.00,59.00,Premia Rai ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
386,Powdered Spices,Whole Spices,Premia Cassia Taj ,100 gms,104.00,82.00,Premia Cassia Taj ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
387,Powdered Spices,Whole Spices,Satyam Singdana (Groundnut),500gms,93.00,77.00,Satyam Singdana (Groundnut),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
388,Powdered Spices,Whole Spices,Premia Til White,100 gms,25.00,22.00,Premia Til White,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
389,Powdered Spices,Whole Spices,Premia Til White,500 gms,115.00,97.00,Premia Til White,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
390,Powdered Spices,Whole Spices,Premia Rai Small ,100 gms,14.00,13.00,Premia Rai Small ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
391,Powdered Spices,Whole Spices,Premia Rai Small ,200 gms,27.00,25.00,Premia Rai Small ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
392,Powdered Spices,Whole Spices,Premia Dhaniya Dal ,100 gms,42.00,33.00,Premia Dhaniya Dal ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
393,Powdered Spices,Whole Spices,Premia Lukhnowi Badishep,100 gms,42.00,39.00,Premia Lukhnowi Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
394,Powdered Spices,Whole Spices,Premia Lawang,20 gms,27.00,21.00,Premia Lawang,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
395,Powdered Spices,Whole Spices,Kubal SP Mix Usal Masala,50 gms,64.00,49.00,Kubal SP Mix Usal Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
396,Powdered Spices,Whole Spices,Premia Bedgi Chilli ,100 gms,66.00,50.00,Premia Bedgi Chilli ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
397,Powdered Spices,Whole Spices,Premia Jaipatri (Mace),20gms,117.00,95.00,Premia Jaipatri (Mace),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
398,Powdered Spices,Whole Spices,Premia Dry Ginger (Sunth),100 gms,90.00,73.00,Premia Dry Ginger (Sunth),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
399,Powdered Spices,Whole Spices,Premia Masala Elaichi ,100 gms,182.00,160.00,Premia Masala Elaichi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
400,Powdered Spices,Whole Spices,Premia Emli,200 gms,78.00,55.00,Premia Emli,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
401,Powdered Spices,Whole Spices,Satyam Elaichi,50 gms,397.00,345.00,Satyam Elaichi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
402,Powdered Spices,Whole Spices,Premia Sabja,100 gms,42.00,32.00,Premia Sabja,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
403,Powdered Spices,Whole Spices,Premia Roasted Badishep,100 gms,28.00,23.00,Premia Roasted Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
404,Powdered Spices,Whole Spices,Premia Methi,100 gms,17.00,15.00,Premia Methi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
405,Powdered Spices,Whole Spices,Premia Methi,500 gms,76.00,68.00,Premia Methi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
406,Powdered Spices,Whole Spices,Premia Kasoori Methi ,100 gms,40.00,23.00,Premia Kasoori Methi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
407,Powdered Spices,Whole Spices,Premia Shaha Jeera,50 gms,51.00,41.00,Premia Shaha Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
408,Powdered Spices,Whole Spices,Premia Alsi,100 gms,14.00,12.00,Premia Alsi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
409,Powdered Spices,Whole Spices,24 Mantra Organic Flax Seeds,200 gms,65.00,55.00,24 Mantra Organic Flax Seeds,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
410,Powdered Spices,Whole Spices,Premia Star Anise (Badiyan) ,100gms,135.00,130.00,Premia Star Anise (Badiyan) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
411,Powdered Spices,Whole Spices,Satyam Jeera,100 gms,50.00,45.00,Satyam Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
412,Powdered Spices,Whole Spices,Satyam Jeera,200 gms,98.00,88.00,Satyam Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
413,Powdered Spices,Whole Spices,Premia Tej Patta,50 gms,17.00,10.00,Premia Tej Patta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
414,Powdered Spices,Whole Spices,Premia Amsul Wet Kokam,200 gms,61.00,47.00,Premia Amsul Wet Kokam,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
415,Powdered Spices,Whole Spices,Premia Guntur Chilli,100 gms,33.00,32.00,Premia Guntur Chilli,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
416,Powdered Spices,Whole Spices,Satyam Khobra (Coconut),200gms,84.00,77.00,Satyam Khobra (Coconut),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
417,Powdered Spices,Whole Spices,Satyam Miri (Black Pepper) ,100 gms,105.00,95.00,Satyam Miri (Black Pepper) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
418,Powdered Spices,Whole Spices,Premia Til Black,100 gms,43.00,33.00,Premia Til Black,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
419,Powdered Spices,Whole Spices,Premia Dagad Phool (Black Stone Flower),50 gms,60.00,46.00,Premia Dagad Phool (Black Stone Flower),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
420,Powdered Spices,Whole Spices,Satyam Elaichi Big ,50gms,129.00,99.00,Satyam Elaichi Big ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
421,Powdered Spices,Cooking Pastes,Mother's Recipe Rozaana Ginger & Garlic Paste,700 gms,210.00,110.00,Mother's Recipe Rozaana Ginger & Garlic Paste,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
422,Powdered Spices,Cooking Pastes,Smith & Jones Ginger Garlic Paste,200 gms,48.00,44.00,Smith & Jones Ginger Garlic Paste,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
423,Powdered Spices,Cooking Pastes,Dabur Hommade Coconut Milk,200 gms,75.00,70.00,Dabur Hommade Coconut Milk,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
424,Powdered Spices,Cooking Pastes,Mother's Recipe Ginger Garlic Paste ,200 gms,50.00,44.00,Mother's Recipe Ginger Garlic Paste ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
425,Powdered Spices,Cooking Pastes,Maggi Magic Cubes - Vegetarian Masala,40 gms,35.00,30.00,Maggi Magic Cubes - Vegetarian Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
426,Powdered Spices,Cooking Pastes,Maggi Magic Cubes - Chicken,40 gms,35.00,33.00,Maggi Magic Cubes - Chicken,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
427,Powdered Spices,Cooking Pastes,Premia Eating Soda,200 gms,17.00,15.00,Premia Eating Soda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
428,Powdered Spices,Cooking Pastes,Hommade Tomato Puree ,200 gms,25.00,23.00,Hommade Tomato Puree ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
429,Powdered Spices,Cooking Pastes,Blue Bird Baking Powder,50gms,25.00,20.00,Blue Bird Baking Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
430,Powdered Spices,Cooking Pastes,Blue Bird Baking Powder ,100 gms,36.00,30.00,Blue Bird Baking Powder ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
431,Powdered Spices,Cooking Pastes,Hommade Ginger Garlic Paste,200 gms,48.00,42.00,Hommade Ginger Garlic Paste,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
432,Powdered Spices,Herbs & Seasonings,Premia Jeera,100 gms,34.00,27.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
433,Powdered Spices,Herbs & Seasonings,Premia Jeera,200 gms,65.00,54.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
434,Powdered Spices,Herbs & Seasonings,Premia Jeera,500 gms,154.00,130.00,Premia Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
435,Powdered Spices,Herbs & Seasonings,Premia Green Elaichi,20 gms,100.00,89.00,Premia Green Elaichi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
436,Powdered Spices,Herbs & Seasonings,Premia Green Elaichi,50 gms,241.00,215.00,Premia Green Elaichi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
437,Powdered Spices,Herbs & Seasonings,Ramdev Strong Hing,50 gms,125.00,106.00,Ramdev Strong Hing,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
438,Powdered Spices,Herbs & Seasonings,Ramdev Strong Hing,100 gms,230.00,194.00,Ramdev Strong Hing,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
439,Powdered Spices,Herbs & Seasonings,Premia Ajma,100 gms,64.00,51.00,Premia Ajma,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
440,Powdered Spices,Herbs & Seasonings,Vandevi Hing Powder,50 gms,65.00,52.00,Vandevi Hing Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
441,Powdered Spices,Herbs & Seasonings,Vandevi Hing Powder,500 gms,130.00,65.00,Vandevi Hing Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
442,Powdered Spices,Herbs & Seasonings,Premia Badishep :,100 gms,104.00,82.00,Premia Badishep :,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
443,Powdered Spices,Herbs & Seasonings,Premia Badishep :,200 gms,37.00,30.00,Premia Badishep :,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
444,Powdered Spices,Herbs & Seasonings,Premia Cassia Taj,100gms,104.00,82.00,Premia Cassia Taj,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
445,Powdered Spices,Herbs & Seasonings,Snapin Oregano Herb,20 gms,79.00,68.00,Snapin Oregano Herb,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
446,Powdered Spices,Herbs & Seasonings,Snapin Chilli Flakes Spice,35gms,65.00,53.00,Snapin Chilli Flakes Spice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
447,Powdered Spices,Herbs & Seasonings,Vandevi Hing 2001 Powder,100 gms,150.00,122.00,Vandevi Hing 2001 Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
448,Powdered Spices,Herbs & Seasonings,Snapin Pizza Mix Seasoning ,45 gms,79.00,71.00,Snapin Pizza Mix Seasoning ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
449,Powdered Spices,Herbs & Seasonings,Premia Lukhnowi Badishep,100gms,42.00,39.00,Premia Lukhnowi Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
450,Powdered Spices,Herbs & Seasonings,Premia Hing Powder,50 gms,79.00,68.00,Premia Hing Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
451,Powdered Spices,Herbs & Seasonings,Premia Hing Powder,100 gms,160.00,89.00,Premia Hing Powder,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
452,Powdered Spices,Herbs & Seasonings,Jalaram Kesar (Saffron),1 gms,280.00,210.00,Jalaram Kesar (Saffron),,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
453,Powdered Spices,Herbs & Seasonings,Premia Masala Elaichi,100 gms,182.00,160.00,Premia Masala Elaichi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
454,Powdered Spices,Herbs & Seasonings,Snapin Mixed Herbs,20 gms,79.00,68.00,Snapin Mixed Herbs,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
455,Powdered Spices,Herbs & Seasonings,Satyam Elaichi,50gms,397.00,345.00,Satyam Elaichi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
456,Powdered Spices,Herbs & Seasonings,Premia Roasted Badishep,100 gms,29.00,23.00,Premia Roasted Badishep,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
457,Powdered Spices,Herbs & Seasonings,Premia Methi,100gms,17.00,15.00,Premia Methi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
458,Powdered Spices,Herbs & Seasonings,Snapin Cheesy Garlic Bread Mix,45 gms,98.00,89.00,Snapin Cheesy Garlic Bread Mix,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
459,Powdered Spices,Herbs & Seasonings,Snapin Pasta Mix Seasoning ,25 gms,79.00,71.00,Snapin Pasta Mix Seasoning ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
460,Powdered Spices,Herbs & Seasonings,Premia Kasoori Methi,100gms,40.00,23.00,Premia Kasoori Methi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
461,Powdered Spices,Herbs & Seasonings,Premia Alsi,100 gms,14.00,12.00,Premia Alsi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
462,Powdered Spices,Herbs & Seasonings,Snapin Cardamom Powder Spice,40 gms,379.00,307.00,Snapin Cardamom Powder Spice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
463,Powdered Spices,Herbs & Seasonings,Snapin Piri Piri Mix,50 gms,79.00,71.00,Snapin Piri Piri Mix,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
464,Powdered Spices,Herbs & Seasonings,Satyam Jeera,200 gms,98.00,88.00,Satyam Jeera,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
465,Powdered Spices,Herbs & Seasonings,Snapin Cinnamon Powder Spice,40 gms,99.00,81.00,Snapin Cinnamon Powder Spice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
466,Powdered Spices,Herbs & Seasonings,Premia Eating Soda,200 gms,17.00,15.00,Premia Eating Soda,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
467,Powdered Spices,Herbs & Seasonings,MDH Peacock Kasoori Methi ,25 gms,25.00,22.00,MDH Peacock Kasoori Methi ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
468,Powdered Spices,Herbs & Seasonings,Satyam Elaichi Big ,50 gms,129.00,99.00,Satyam Elaichi Big ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
469,Powdered Spices,Herbs & Seasonings,Snapin Ginger Garlic Mix Seasoning,35gms,79.00,65.00,Snapin Ginger Garlic Mix Seasoning,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
470,Powdered Spices,Herbs & Seasonings,Satyam Ajma,100 gms,89.00,80.00,Satyam Ajma,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
471,Powdered Spices,Herbs & Seasonings,Snapin Kashmiri Chilli Paprika,40gms,79.00,65.00,Snapin Kashmiri Chilli Paprika,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
472,Powdered Spices,Herbs & Seasonings,Snapin Cheesy Garlic Bread Mix,45 gms,98.00,89.00,Snapin Cheesy Garlic Bread Mix,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
473,Powdered Spices,Herbs & Seasonings,Snapin Pasta Mix Seasoning ,25 gms,79.00,71.00,Snapin Pasta Mix Seasoning ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
474,Powdered Spices,Herbs & Seasonings,Premia Kasoori Methi,100gms,40.00,23.00,Premia Kasoori Methi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
475,Powdered Spices,Herbs & Seasonings,Premia Alsi,100 gms,14.00,12.00,Premia Alsi,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
476,Powdered Spices,Herbs & Seasonings,Snapin Cardamom Powder Spice,40 gms,379.00,307.00,Snapin Cardamom Powder Spice,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
477,Powdered Spices,Ready Mix Masalas,Everest Chaat Masala,100 gms,62.00,55.00,Everest Chaat Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
478,Powdered Spices,Ready Mix Masalas,Everest Chicken Masala,50 gms,38.00,34.00,Everest Chicken Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
479,Powdered Spices,Ready Mix Masalas,Everest Kesari Milk Masala,50 gms,205.00,184.00,Everest Kesari Milk Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
480,Powdered Spices,Ready Mix Masalas,Everest Chhole Masala,50 gms,33.00,29.00,Everest Chhole Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
481,Powdered Spices,Ready Mix Masalas,Maggi Magic Cubes,200 gms,105.00,98.00,Maggi Magic Cubes,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
482,Powdered Spices,Ready Mix Masalas,Maggi Magic Cubes - Chicken,40 gms,36.00,33.00,Maggi Magic Cubes - Chicken,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
483,Powdered Spices,Ready Mix Masalas,Rasoi Magic Paneer Tikka Masala Spice Mix,45 gms,45.00,22.00,Rasoi Magic Paneer Tikka Masala Spice Mix,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
484,Powdered Spices,Ready Mix Masalas,Rasoi Magic No Onion No Garlic Mutter Paneer Mix,45 gms,49.00,39.00,Rasoi Magic No Onion No Garlic Mutter Paneer Mix,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
485,Powdered Spices,Ready Mix Masalas,Kohinoor - Hyderabadi Biryani Masala,15 gms,20.00,10.00,Kohinoor - Hyderabadi Biryani Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
486,Powdered Spices,Ready Mix Masalas,Mother's Recipe Paneer Butter Masala Mix,75 gms,56.00,45.00,Mother's Recipe Paneer Butter Masala Mix,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
487,Powdered Spices,Ready Mix Masalas,Rasoi Magic No Onion No Garlic Veg Kolhapuri Spice Mix ,45 gms,48.00,39.00,Rasoi Magic No Onion No Garlic Veg Kolhapuri Spice Mix ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
488,Powdered Spices,Ready Mix Masalas,Mother's Recipe Kadhai Paneer Masala Mix ,75 gms,55.00,45.00,Mother's Recipe Kadhai Paneer Masala Mix ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
489,Powdered Spices,Ready Mix Masalas,Rasoi Magic Paneer Makhanwala Masala,45 gms,45.00,22.00,Rasoi Magic Paneer Makhanwala Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
490,Powdered Spices,Ready Mix Masalas,Kohinoor - Mumbai Pav Bhaji Masala : 15 gms,15 gms,20.00,10.00,Kohinoor - Mumbai Pav Bhaji Masala : 15 gms,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
491,Powdered Spices,Ready Mix Masalas,Kohinoor Amritsari Tandoori Chicken Masala,15 gms,20.00,10.00,Kohinoor Amritsari Tandoori Chicken Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
492,Powdered Spices,Ready Mix Masalas,Kohinoor Kashmiri Meat Masala,15 gms,20.00,10.00,Kohinoor Kashmiri Meat Masala,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
493,Powdered Spices,Ready Mix Masalas,Agarwal's 420 Idli Instant Mix ,500 gms,100.00,50.00,Agarwal's 420 Idli Instant Mix ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
494,Flours & Grains, Atta,Aashirvaad Superior MP Atta,5 kg,245.00,215.00,Aashirvaad Superior MP Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
495,Flours & Grains, Atta,Aashirvaad Superior MP Atta,10 kg,450.00,375.00,Aashirvaad Superior MP Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
496,Flours & Grains, Atta,Nature Fresh Chakki Atta,5 kg,245.00,185.00,Nature Fresh Chakki Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
497,Flours & Grains, Atta,Nature Fresh Chakki Atta,10 kg,450.00,325.00,Nature Fresh Chakki Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
498,Flours & Grains, Atta,Aashirvaad Multigrain Atta,5 kg,305.00,274.00,Aashirvaad Multigrain Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
499,Flours & Grains, Atta,Aashirvaad Select Sharbati Wheat Atta,1 kg,60.00,56.00,Aashirvaad Select Sharbati Wheat Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
500,Flours & Grains, Atta,Aashirvaad Select Sharbati Wheat Atta,5 kg,298.00,251.00,Aashirvaad Select Sharbati Wheat Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
501,Flours & Grains, Atta,24 Mantra Organic Whole Wheat Atta,5 kg,290.00,239.00,24 Mantra Organic Whole Wheat Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
502,Flours & Grains, Atta,Taste For Life MP Sihore Chapati Fine Wheat Atta,1 kg,81.00,72.00,Taste For Life MP Sihore Chapati Fine Wheat Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
503,Flours & Grains, Atta,Taste For Life MP Sihore Chapati Fine Wheat Atta,5 kg,400.00,360.00,Taste For Life MP Sihore Chapati Fine Wheat Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
504,Flours & Grains, Atta,24 Mantra Organic Sattu Atta,500 gms,95.00,80.00,24 Mantra Organic Sattu Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
505,Flours & Grains, Atta,24 Mantra Organic Ragi Flour,500 gms,60.00,51.00,24 Mantra Organic Ragi Flour,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
506,Flours & Grains, Atta,Wheat Lokwan (Lokvan) ,1 kg,38.00,35.00,Wheat Lokwan (Lokvan) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
507,Flours & Grains, Atta,Wheat Lokwan (Lokvan) ,5 kg,222.00,192.00,Wheat Lokwan (Lokvan) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
508,Flours & Grains, Atta,Wheat Lokwan (Lokvan) ,10kg,400.00,363.00,Wheat Lokwan (Lokvan) ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
509,Flours & Grains, Atta,Besan,500 gms,46.00,40.00,Besan,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
510,Flours & Grains, Atta,Besan,1 kg,88.00,78.00,Besan,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
511,Flours & Grains, Atta,24 Mantra Organic Jowar Flour,500 gms,60.00,55.00,24 Mantra Organic Jowar Flour,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
512,Flours & Grains, Atta,Rava,500 gms,25.00,22.00,Rava,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
513,Flours & Grains, Atta,Rava,1 kg,51.00,44.00,Rava,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
514,Flours & Grains, Atta,Premia Sabudana,500 gms,45.00,40.00,Premia Sabudana,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
515,Flours & Grains, Atta,Maida ,1 kg,42.00,39.00,Maida ,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
516,Flours & Grains, Atta,Rice Atta,500 gms,24.00,21.00,Rice Atta,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
517,Flours & Grains, Atta,Lapsi Rava Small / Daliya,500 gms,30.00,25.00,Lapsi Rava Small / Daliya,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
518,Flours & Grains, Atta,Nachni,1 kg,52.00,50.00,Nachni,,true,"JULY 29, 2020 at 12:00:00 PM UTC+5:30"
